Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-14,32.726,32.726,31.802,31.93,3880100,0.0,0.0
2017-03-15,32.267,32.952,32.12,32.811,4193800,0.0,0.0
2017-03-16,32.952,33.074,32.242,32.567,2475700,0.0,0.0
2017-03-17,32.707,32.811,32.102,32.31,8199000,0.0,0.0
2017-03-20,32.089,32.634,31.937,32.567,2467100,0.0,0.0
2017-03-21,32.707,32.805,31.826,31.979,2089400,0.0,0.0
2017-03-22,31.949,32.34,31.784,32.236,2181000,0.0,0.0
2017-03-23,32.145,32.285,31.881,31.961,2051800,0.0,0.0
2017-03-24,32.047,32.738,32.034,32.481,2821600,0.0,0.0
2017-03-27,32.132,32.573,31.943,32.475,2186500,0.0,0.0
2017-03-28,32.609,32.793,32.346,32.456,1681500,0.0,0.0
2017-03-29,32.444,33.606,32.414,33.478,2670000,0.0,0.0
2017-03-30,33.625,33.686,33.178,33.594,3402000,0.0,0.0
2017-03-31,33.35,34.255,33.35,33.912,3421200,0.0,0.0
2017-04-03,33.98,34.102,33.282,33.833,2735000,0.0,0.0
2017-04-04,33.851,34.23,33.558,34.218,1762500,0.0,0.0
2017-04-05,34.444,34.964,34.188,34.212,3344500,0.0,0.0
2017-04-06,34.377,34.548,34.169,34.457,2821200,0.0,0.0
2017-04-07,34.426,34.811,34.249,34.371,2158800,0.0,0.0
2017-04-10,34.561,34.561,34.163,34.212,2037500,0.0,0.0
2017-04-11,34.212,34.316,33.863,34.084,1367300,0.0,0.0
2017-04-12,34.084,34.145,33.704,33.845,1802500,0.0,0.0
2017-04-13,33.912,33.955,33.374,33.411,1674300,0.0,0.0
2017-04-17,33.429,33.643,33.166,33.282,2071500,0.0,0.0
2017-04-18,33.282,33.729,33.105,33.533,2564200,0.0,0.0
2017-04-19,33.594,33.662,32.903,32.983,2473400,0.0,0.0
2017-04-20,33.05,33.325,32.854,32.903,1852600,0.0,0.0
2017-04-21,32.872,32.946,32.285,32.744,2866000,0.0,0.0
2017-04-24,33.05,33.178,32.622,32.952,2031500,0.0,0.0
2017-04-25,32.946,33.509,32.842,33.478,1662000,0.0,0.0
2017-04-26,33.337,33.686,33.276,33.337,2039300,0.0,0.0
2017-04-27,33.081,33.452,32.518,32.796,2511000,0.615,0.0
2017-04-28,32.982,32.982,32.332,32.549,2710500,0.0,0.0
2017-05-01,32.654,32.907,32.462,32.802,2141000,0.0,0.0
2017-05-02,32.926,32.926,32.091,32.357,3154200,0.0,0.0
2017-05-03,32.542,32.722,31.979,32.258,2967500,0.0,0.0
2017-05-04,31.967,32.103,30.402,30.525,3964100,0.0,0.0
2017-05-05,30.544,31.354,30.315,31.33,4144700,0.0,0.0
2017-05-08,31.268,31.676,31.132,31.577,2908900,0.0,0.0
2017-05-09,31.552,31.59,31.002,31.231,1795500,0.0,0.0
2017-05-10,31.379,31.917,31.28,31.627,2424300,0.0,0.0
2017-05-11,31.936,31.936,31.515,31.719,1931000,0.0,0.0
2017-05-12,31.744,31.973,31.497,31.552,2929200,0.0,0.0
2017-05-15,32.047,32.177,31.552,31.726,2169100,0.0,0.0
2017-05-16,31.695,31.837,31.379,31.484,1871500,0.0,0.0
2017-05-17,31.484,31.484,30.761,30.779,2002600,0.0,0.0
2017-05-18,30.655,30.983,30.507,30.822,2156600,0.0,0.0
2017-05-19,31.132,32.097,30.996,31.818,2146300,0.0,0.0
2017-05-22,31.973,32.023,31.676,31.961,1748700,0.0,0.0
2017-05-23,32.047,32.48,31.905,32.313,2389600,0.0,0.0
2017-05-24,32.245,32.796,32.239,32.654,3410300,0.0,0.0
2017-05-25,32.394,32.852,31.88,31.961,4524500,0.0,0.0
2017-05-26,31.911,32.072,31.627,31.979,2201100,0.0,0.0
2017-05-30,31.701,31.769,30.841,30.841,2667700,0.0,0.0
2017-05-31,30.655,30.829,30.272,30.736,3416000,0.0,0.0
2017-06-01,30.847,31.28,30.655,31.212,2157300,0.0,0.0
2017-06-02,31.101,31.212,30.637,30.655,1560200,0.0,0.0
2017-06-05,30.148,30.742,30.148,30.513,1785100,0.0,0.0
2017-06-06,30.383,30.983,30.346,30.934,2343500,0.0,0.0
2017-06-07,30.81,31.076,30.006,30.235,2101600,0.0,0.0
2017-06-08,30.235,30.346,29.944,30.0,3029200,0.0,0.0
2017-06-09,30.037,30.618,30.037,30.593,1670000,0.0,0.0
2017-06-12,30.593,31.212,30.593,30.928,1997500,0.0,0.0
2017-06-13,30.841,31.212,30.798,31.064,1674300,0.0,0.0
2017-06-14,31.132,31.552,30.624,30.804,3738800,0.0,0.0
2017-06-15,30.587,30.946,30.235,30.303,2666700,0.0,0.0
2017-06-16,30.482,31.546,30.433,31.534,3278000,0.0,0.0
2017-06-19,31.552,31.67,30.965,31.064,2127200,0.0,0.0
2017-06-20,30.68,30.785,29.164,29.387,3463800,0.0,0.0
2017-06-21,29.74,30.086,29.171,29.331,4225600,0.0,0.0
2017-06-22,29.536,30.086,29.307,29.566,3438700,0.0,0.0
2017-06-23,29.647,30.464,29.486,30.433,2562900,0.0,0.0
2017-06-26,30.513,31.676,30.513,31.268,5206200,0.0,0.0
2017-06-27,31.311,31.775,31.262,31.354,3299300,0.0,0.0
2017-06-28,31.385,31.831,31.194,31.491,3315700,0.0,0.0
2017-06-29,31.602,32.443,31.472,31.874,5416000,0.0,0.0
2017-06-30,32.177,32.425,31.917,32.27,42639900,0.0,0.0
2017-07-03,32.301,32.45,31.862,32.19,4810200,0.0,0.0
2017-07-05,32.177,32.524,31.243,31.398,31997200,0.0,0.0
2017-07-06,31.719,32.598,31.602,32.542,17187000,0.0,0.0
2017-07-07,32.48,32.629,31.837,31.979,10667300,0.0,0.0
2017-07-10,31.849,31.862,31.392,31.552,7057200,0.0,0.0
2017-07-11,31.571,31.738,31.262,31.478,4107300,0.0,0.0
2017-07-12,31.856,32.419,31.726,32.202,3737500,0.0,0.0
2017-07-13,32.289,32.647,32.159,32.456,2813200,0.0,0.0
2017-07-14,32.592,33.031,32.462,32.889,2082000,0.0,0.0
2017-07-17,32.889,33.198,32.845,33.142,4586300,0.0,0.0
2017-07-18,33.378,33.396,32.839,33.142,3650900,0.0,0.0
2017-07-19,33.198,33.662,33.037,33.65,4453600,0.0,0.0
2017-07-20,33.91,34.25,33.687,33.897,4916600,0.0,0.0
2017-07-21,33.842,33.996,33.594,33.687,2554600,0.0,0.0
2017-07-24,33.73,34.064,33.674,33.953,2636700,0.0,0.0
2017-07-25,34.423,34.633,34.367,34.51,2912200,0.0,0.0
2017-07-26,34.64,34.899,34.374,34.392,2474500,0.0,0.0
2017-07-27,34.392,35.029,34.392,35.029,2237600,0.0,0.0
2017-07-28,35.023,35.419,34.924,34.93,2403800,0.0,0.0
2017-07-31,34.937,35.005,34.578,34.998,2833400,0.0,0.0
2017-08-01,34.998,35.165,34.677,35.097,3670400,0.0,0.0
2017-08-02,34.559,34.776,34.027,34.25,3010200,0.0,0.0
2017-08-03,34.178,34.347,33.732,33.77,2803600,0.745,0.0
2017-08-04,33.833,34.109,33.519,33.569,2805000,0.0,0.0
2017-08-07,33.362,33.425,32.905,33.281,3561500,0.0,0.0
2017-08-08,33.112,33.5,32.767,32.955,2568600,0.0,0.0
2017-08-09,33.043,33.237,32.905,33.087,2455000,0.0,0.0
2017-08-10,33.237,33.306,32.679,32.742,2783300,0.0,0.0
2017-08-11,32.648,32.886,32.547,32.867,2237900,0.0,0.0
2017-08-14,33.068,33.356,32.786,32.811,2690400,0.0,0.0
2017-08-15,32.811,32.848,31.788,31.951,5037000,0.0,0.0
2017-08-16,32.02,32.133,31.531,31.738,2645200,0.0,0.0
2017-08-17,31.588,31.926,31.556,31.581,2090500,0.0,0.0
2017-08-18,31.575,32.039,31.418,31.939,2213500,0.0,0.0
2017-08-21,31.908,32.033,31.707,31.964,2216300,0.0,0.0
2017-08-22,32.071,33.225,32.027,33.168,3455500,0.0,0.0
2017-08-23,32.905,33.751,32.905,33.45,3060600,0.0,0.0
2017-08-24,33.4,33.776,33.4,33.532,2814900,0.0,0.0
2017-08-25,33.645,33.764,33.538,33.651,1892800,0.0,0.0
2017-08-28,33.657,33.77,32.88,33.206,2083200,0.0,0.0
2017-08-29,33.018,33.482,32.911,33.375,2117700,0.0,0.0
2017-08-30,33.162,34.021,33.112,33.87,3410200,0.0,0.0
2017-08-31,34.115,34.115,33.689,33.965,3619600,0.0,0.0
2017-09-01,34.115,34.372,33.908,34.259,2077800,0.0,0.0
2017-09-05,34.491,34.93,34.071,34.397,3561300,0.0,0.0
2017-09-06,34.629,35.369,34.441,35.332,5613300,0.0,0.0
2017-09-07,35.206,35.708,35.187,35.413,3299200,0.0,0.0
2017-09-08,35.307,35.601,35.087,35.256,3295800,0.0,0.0
2017-09-11,35.47,35.746,35.225,35.445,2986700,0.0,0.0
2017-09-12,35.445,35.495,35.068,35.175,3041500,0.0,0.0
2017-09-13,35.275,35.482,35.093,35.419,5403500,0.0,0.0
2017-09-14,35.438,35.802,35.357,35.67,5226400,0.0,0.0
2017-09-15,35.72,35.746,35.238,35.244,13014900,0.0,0.0
2017-09-18,35.175,35.495,35.062,35.181,5500300,0.0,0.0
2017-09-19,35.212,35.288,34.673,35.187,4691900,0.0,0.0
2017-09-20,35.206,35.325,35.043,35.175,2637400,0.0,0.0
2017-09-21,34.999,35.137,34.266,34.529,3548100,0.0,0.0
2017-09-22,34.516,34.529,33.99,34.303,2765700,0.0,0.0
2017-09-25,34.585,35.056,34.541,34.805,3165400,0.0,0.0
2017-09-26,34.623,34.774,34.397,34.629,2551200,0.0,0.0
2017-09-27,34.648,34.855,34.429,34.836,2524400,0.0,0.0
2017-09-28,34.648,34.786,34.341,34.755,3381800,0.0,0.0
2017-09-29,34.629,34.874,34.56,34.748,2496200,0.0,0.0
2017-10-02,34.479,35.043,34.309,35.018,2627300,0.0,0.0
2017-10-03,35.024,35.35,34.748,35.238,2758700,0.0,0.0
2017-10-04,35.3,35.495,35.181,35.307,2113200,0.0,0.0
2017-10-05,35.369,35.796,35.269,35.557,2570100,0.0,0.0
2017-10-06,35.238,35.388,34.83,35.238,1866100,0.0,0.0
2017-10-09,35.325,35.551,35.137,35.162,2409200,0.0,0.0
2017-10-10,35.482,35.482,35.056,35.131,1828800,0.0,0.0
2017-10-11,35.056,35.463,34.98,35.357,1518900,0.0,0.0
2017-10-12,35.106,35.482,34.918,35.376,2335900,0.0,0.0
2017-10-13,35.664,35.733,35.281,35.413,2089200,0.0,0.0
2017-10-16,35.35,35.495,35.175,35.275,1633000,0.0,0.0
2017-10-17,35.275,35.401,35.169,35.382,1400500,0.0,0.0
2017-10-18,35.407,35.463,34.629,34.723,2109000,0.0,0.0
2017-10-19,34.523,35.006,34.523,34.999,1382300,0.0,0.0
2017-10-20,35.081,35.206,34.943,35.118,2309100,0.0,0.0
2017-10-23,35.2,35.256,34.479,34.523,2341900,0.0,0.0
2017-10-24,34.667,35.187,34.41,35.081,3530400,0.0,0.0
2017-10-25,35.093,35.093,33.538,33.682,3262100,0.0,0.0
2017-10-26,33.864,33.983,33.124,33.507,2909500,0.0,0.0
2017-10-27,33.319,34.077,33.112,33.914,2053400,0.0,0.0
2017-10-30,33.958,34.253,33.789,33.889,1973700,0.0,0.0
2017-10-31,33.864,34.096,33.714,34.033,2072400,0.0,0.0
2017-11-01,34.335,34.962,33.839,34.197,2724500,0.0,0.0
2017-11-02,34.015,34.171,33.03,33.457,3027900,0.0,0.0
2017-11-03,33.307,33.644,32.881,33.485,2110000,0.745,0.0
2017-11-06,33.485,33.701,33.212,33.581,3077800,0.0,0.0
2017-11-07,33.619,33.943,33.345,33.816,2142000,0.0,0.0
2017-11-08,33.746,34.058,33.606,33.771,2162800,0.0,0.0
2017-11-09,33.587,33.93,33.409,33.701,2040200,0.0,0.0
2017-11-10,33.765,33.829,33.072,33.326,2437900,0.0,0.0
2017-11-13,33.345,33.6,33.148,33.205,2336600,0.0,0.0
2017-11-14,33.224,33.428,32.608,32.677,2921700,0.0,0.0
2017-11-15,32.531,32.55,32.131,32.328,2611400,0.0,0.0
2017-11-16,32.34,32.449,32.01,32.213,2175500,0.0,0.0
2017-11-17,32.283,32.29,31.991,32.226,1526500,0.0,0.0
2017-11-20,32.213,32.429,32.048,32.328,1964300,0.0,0.0
2017-11-21,32.563,32.658,31.851,31.927,2348100,0.0,0.0
2017-11-22,32.099,32.207,31.927,32.169,2233000,0.0,0.0
2017-11-24,32.328,32.652,32.321,32.461,1056000,0.0,0.0
2017-11-27,32.309,32.455,31.577,31.813,2638100,0.0,0.0
2017-11-28,31.838,32.041,31.596,31.838,1854000,0.0,0.0
2017-11-29,31.743,32.08,31.647,32.073,2074800,0.0,0.0
2017-11-30,32.2,33.116,32.2,33.008,4323100,0.0,0.0
2017-12-01,33.244,33.326,32.811,33.142,3260300,0.0,0.0
2017-12-04,33.154,33.631,33.046,33.256,3566700,0.0,0.0
2017-12-05,33.307,33.441,33.167,33.288,2302900,0.0,0.0
2017-12-06,33.263,33.288,32.722,32.945,1733400,0.0,0.0
2017-12-07,32.951,33.339,32.849,33.333,1848500,0.0,0.0
2017-12-08,33.536,33.784,33.453,33.714,2106700,0.0,0.0
2017-12-11,33.797,34.439,33.708,33.962,3076000,0.0,0.0
2017-12-12,34.013,34.255,33.778,33.962,2427500,0.0,0.0
2017-12-13,34.007,34.051,33.771,33.848,1861700,0.0,0.0
2017-12-14,33.631,34.007,33.53,33.542,2280200,0.0,0.0
2017-12-15,33.631,33.72,33.11,33.174,5325700,0.0,0.0
2017-12-18,33.377,33.568,33.174,33.294,3723800,0.0,0.0
2017-12-19,33.517,33.517,32.97,32.983,2434100,0.0,0.0
2017-12-20,33.231,33.231,32.735,32.76,3059000,0.0,0.0
2017-12-21,32.709,33.326,32.614,33.212,3014900,0.0,0.0
2017-12-22,33.212,33.988,33.161,33.841,2940400,0.0,0.0
2017-12-26,33.899,34.166,33.784,33.873,1621000,0.0,0.0
2017-12-27,33.93,33.962,33.727,33.816,2609000,0.0,0.0
2017-12-28,33.816,34.032,33.682,34.019,2078000,0.0,0.0
2017-12-29,34.102,34.274,33.918,33.994,2527700,0.0,0.0
2018-01-02,34.191,34.821,34.064,34.757,2547900,0.0,0.0
2018-01-03,34.783,35.514,34.706,35.323,2539100,0.0,0.0
2018-01-04,35.419,35.826,35.266,35.743,2790800,0.0,0.0
2018-01-05,35.139,35.8,35.024,35.654,10159500,0.0,0.0
2018-01-08,35.73,36.226,35.571,36.023,3640600,0.0,0.0
2018-01-09,36.055,36.226,35.826,35.927,2056000,0.0,0.0
2018-01-10,35.959,36.252,35.877,36.086,2517400,0.0,0.0
2018-01-11,36.506,37.238,36.309,37.117,3359500,0.0,0.0
2018-01-12,37.199,37.46,36.786,37.314,2965200,0.0,0.0
2018-01-16,37.524,38.198,37.346,37.397,4511900,0.0,0.0
2018-01-17,37.816,38.026,37.308,37.785,4204200,0.0,0.0
2018-01-18,37.683,37.759,36.964,36.977,3439100,0.0,0.0
2018-01-19,36.932,37.104,36.341,37.091,8657000,0.0,0.0
2018-01-22,37.104,38.083,37.104,38.083,4065600,0.0,0.0
2018-01-23,38.16,38.611,37.899,38.465,3110500,0.0,0.0
2018-01-24,38.726,39.025,38.548,38.611,2818600,0.0,0.0
2018-01-25,38.764,38.866,38.331,38.529,2412400,0.0,0.0
2018-01-26,38.651,38.902,38.477,38.748,2590800,0.77,0.0
2018-01-29,38.561,38.735,38.297,38.322,4023800,0.0,0.0
2018-01-30,37.942,38.091,37.479,37.833,2008700,0.0,0.0
2018-01-31,37.897,38.303,37.807,37.917,2467300,0.0,0.0
2018-02-01,37.994,38.677,37.923,38.484,1858600,0.0,0.0
2018-02-02,38.071,38.149,37.111,37.202,2459900,0.0,0.0
2018-02-05,36.847,37.111,35.288,35.791,3529800,0.0,0.0
2018-02-06,35.134,36.493,35.031,36.345,3572800,0.0,0.0
2018-02-07,36.287,37.066,36.28,36.448,2495400,0.0,0.0
2018-02-08,36.422,36.641,35.024,35.044,2720300,0.0,0.0
2018-02-09,35.391,35.572,33.749,34.999,3602900,0.0,0.0
2018-02-12,35.604,36.712,35.456,36.429,2582600,0.0,0.0
2018-02-13,36.229,36.925,36.023,36.615,2030500,0.0,0.0
2018-02-14,36.248,37.285,36.184,37.021,3417100,0.0,0.0
2018-02-15,37.124,37.324,36.796,37.234,3163700,0.0,0.0
2018-02-16,37.086,37.157,36.474,36.66,2343400,0.0,0.0
2018-02-20,36.718,37.157,36.532,36.731,1468700,0.0,0.0
2018-02-21,36.68,36.976,36.132,36.139,2010700,0.0,0.0
2018-02-22,36.474,37.601,36.306,36.834,3773500,0.0,0.0
2018-02-23,36.995,37.582,36.751,37.376,2595900,0.0,0.0
2018-02-26,37.569,37.582,36.564,37.021,3330300,0.0,0.0
2018-02-27,37.234,37.388,36.435,36.718,3969700,0.0,0.0
2018-02-28,36.886,37.414,36.216,36.287,3880200,0.0,0.0
2018-03-01,36.3,36.641,35.887,36.403,3106600,0.0,0.0
2018-03-02,36.074,36.886,35.54,36.77,2415000,0.0,0.0
2018-03-05,36.538,36.912,36.177,36.66,2535400,0.0,0.0
2018-03-06,36.815,37.015,36.487,36.731,1537400,0.0,0.0
2018-03-07,36.351,37.021,36.345,36.532,2265300,0.0,0.0
2018-03-08,36.519,36.693,36.01,36.461,2253100,0.0,0.0
2018-03-09,36.712,36.963,36.648,36.918,2060400,0.0,0.0
2018-03-12,36.88,37.266,36.847,37.099,3031500,0.0,0.0
2018-03-13,37.247,37.343,36.95,37.208,2205300,0.0,0.0
2018-03-14,37.292,37.401,36.77,36.822,2304400,0.0,0.0
2018-03-15,36.963,37.421,35.076,36.487,7757400,0.0,0.0
2018-03-16,36.545,37.569,36.487,37.24,7013500,0.0,0.0
2018-03-19,37.105,37.169,36.1,36.377,3371400,0.0,0.0
2018-03-20,37.163,37.665,36.963,37.131,3788500,0.0,0.0
2018-03-21,37.35,37.91,37.169,37.659,3186800,0.0,0.0
2018-03-22,37.305,37.575,36.899,36.931,2754700,0.0,0.0
2018-03-23,37.118,37.118,36.557,36.557,3591800,0.0,0.0
2018-03-26,36.937,37.008,36.274,36.731,2414800,0.0,0.0
2018-03-27,36.738,37.279,36.345,36.693,3790400,0.0,0.0
2018-03-28,36.641,36.802,35.804,35.836,3115200,0.0,0.0
2018-03-29,35.907,36.847,35.752,36.667,2701700,0.0,0.0
2018-04-02,36.564,37.028,35.72,36.164,3108700,0.0,0.0
2018-04-03,36.274,36.48,35.527,36.461,2454300,0.0,0.0
2018-04-04,35.778,36.512,35.598,36.409,2379600,0.0,0.0
2018-04-05,36.551,37.105,36.448,37.002,1750400,0.0,0.0
2018-04-06,36.802,37.021,36.152,36.519,2169900,0.0,0.0
2018-04-09,36.686,37.157,36.345,36.557,1879700,0.0,0.0
2018-04-10,37.099,37.936,36.957,37.562,2558100,0.0,0.0
2018-04-11,37.414,37.923,37.363,37.762,2014400,0.0,0.0
2018-04-12,37.743,37.814,37.227,37.569,2190800,0.0,0.0
2018-04-13,37.711,37.994,37.414,37.691,1604100,0.0,0.0
2018-04-16,37.897,38.58,37.659,38.49,2173800,0.0,0.0
2018-04-17,38.529,38.715,38.342,38.438,1964100,0.0,0.0
2018-04-18,38.864,39.05,38.542,38.542,2676600,0.0,0.0
2018-04-19,38.645,39.044,38.419,38.484,1874500,0.0,0.0
2018-04-20,38.561,38.593,38.187,38.355,1777300,0.0,0.0
2018-04-23,38.329,38.831,38.174,38.625,1649300,0.0,0.0
2018-04-24,38.696,38.728,37.891,38.258,1654400,0.0,0.0
2018-04-25,37.988,38.4,37.788,38.393,1824600,0.0,0.0
2018-04-26,38.529,38.864,38.406,38.735,2547400,0.0,0.0
2018-04-27,38.588,39.352,38.111,39.091,1617500,0.795,0.0
2018-04-30,39.025,39.58,38.914,39.313,2145200,0.0,0.0
2018-05-01,39.169,39.665,39.117,39.489,2209300,0.0,0.0
2018-05-02,39.541,41.225,39.541,40.847,3924300,0.0,0.0
2018-05-03,40.84,41.238,40.657,41.023,2347700,0.0,0.0
2018-05-04,40.918,41.604,40.84,41.421,1843700,0.0,0.0
2018-05-07,41.898,42.276,41.48,41.826,2542300,0.0,0.0
2018-05-08,41.728,41.911,40.788,41.741,2310300,0.0,0.0
2018-05-09,42.178,42.753,42.041,42.244,2188000,0.0,0.0
2018-05-10,42.564,42.733,42.204,42.629,1905500,0.0,0.0
2018-05-11,42.805,43.112,42.668,42.968,2549100,0.0,0.0
2018-05-14,43.034,43.588,42.994,43.471,1810500,0.0,0.0
2018-05-15,43.504,43.628,43.047,43.523,2378600,0.0,0.0
2018-05-16,43.419,43.595,43.184,43.51,2137100,0.0,0.0
2018-05-17,43.667,43.941,43.282,43.425,1732000,0.0,0.0
2018-05-18,43.438,43.523,42.955,43.262,1865300,0.0,0.0
2018-05-21,43.445,43.477,43.099,43.406,1941600,0.0,0.0
2018-05-22,43.484,43.68,43.053,43.125,1847100,0.0,0.0
2018-05-23,42.955,43.654,42.707,43.562,1989200,0.0,0.0
2018-05-24,43.197,43.471,43.001,43.334,2113400,0.0,0.0
2018-05-25,42.648,43.053,42.244,43.014,1708500,0.0,0.0
2018-05-29,42.831,43.464,42.766,43.282,2786300,0.0,0.0
2018-05-30,43.517,44.659,43.458,44.542,2586600,0.0,0.0
2018-05-31,44.241,44.966,44.235,44.496,3821200,0.0,0.0
2018-06-01,44.62,45.012,44.326,44.724,1745100,0.0,0.0
2018-06-04,44.979,45.116,44.293,44.587,1506600,0.0,0.0
2018-06-05,44.522,45.207,44.444,44.764,2515000,0.0,0.0
2018-06-06,44.822,44.946,44.006,44.169,1954900,0.0,0.0
2018-06-07,44.581,44.803,44.411,44.75,1727300,0.0,0.0
2018-06-08,44.829,44.999,44.326,44.685,2173400,0.0,0.0
2018-06-11,44.581,45.292,44.293,45.057,1680900,0.0,0.0
2018-06-12,45.096,45.593,45.012,45.201,1736100,0.0,0.0
2018-06-13,45.116,45.116,44.653,44.959,2603300,0.0,0.0
2018-06-14,45.09,45.508,45.038,45.266,2362700,0.0,0.0
2018-06-15,45.194,45.345,44.163,44.248,4014900,0.0,0.0
2018-06-18,44.287,44.946,44.228,44.731,3584900,0.0,0.0
2018-06-19,44.28,44.985,44.065,44.907,2281900,0.0,0.0
2018-06-20,45.194,45.899,45.149,45.743,1912700,0.0,0.0
2018-06-21,45.521,45.606,44.835,44.901,1751100,0.0,0.0
2018-06-22,45.834,46.2,45.566,45.691,4425400,0.0,0.0
2018-06-25,45.58,45.645,44.646,44.848,1630800,0.0,0.0
2018-06-26,45.012,45.625,44.914,45.514,1605000,0.0,0.0
2018-06-27,45.886,46.343,45.39,45.534,1883000,0.0,0.0
2018-06-28,45.651,45.899,45.077,45.651,1628900,0.0,0.0
2018-06-29,45.886,46.017,45.403,45.586,1877900,0.0,0.0
2018-07-02,45.41,45.54,44.861,45.012,1751200,0.0,0.0
2018-07-03,45.371,46.023,45.227,45.26,1108900,0.0,0.0
2018-07-05,45.671,46.089,45.625,45.847,1905600,0.0,0.0
2018-07-06,45.808,46.572,45.677,46.487,1603200,0.0,0.0
2018-07-09,46.663,46.853,46.474,46.552,2269800,0.0,0.0
2018-07-10,46.839,46.996,46.382,46.493,1901100,0.0,0.0
2018-07-11,46.258,46.441,45.521,45.899,1960800,0.0,0.0
2018-07-12,46.089,46.337,45.769,46.258,1640700,0.0,0.0
2018-07-13,46.239,46.813,46.239,46.611,2752400,0.0,0.0
2018-07-16,46.258,46.337,45.599,45.704,2478500,0.0,0.0
2018-07-17,45.677,46.095,45.547,45.912,2683500,0.0,0.0
2018-07-18,45.54,46.226,45.279,45.782,2737800,0.0,0.0
2018-07-19,45.801,46.402,45.71,45.984,2278500,0.0,0.0
2018-07-20,46.03,46.2,45.508,45.651,2109200,0.0,0.0
2018-07-23,45.808,45.952,45.41,45.795,1586300,0.0,0.0
2018-07-24,45.945,46.193,45.697,45.945,1987700,0.0,0.0
2018-07-25,45.867,46.422,45.782,46.278,2011200,0.0,0.0
2018-07-26,46.278,46.624,46.095,46.539,1242300,0.0,0.0
2018-07-27,46.435,46.539,45.593,45.775,2191100,0.0,0.0
2018-07-30,46.056,46.206,45.73,46.076,1833500,0.0,0.0
2018-07-31,46.154,46.461,45.736,45.984,4583600,0.0,0.0
2018-08-01,46.376,46.376,44.143,44.47,3540200,0.0,0.0
